天玑金服财富中心<!sp>互联网金融理财经理/顾问<!sp>20k-25k<!sp>深圳<!sp>经验1年以下<!sp>'理财,理财顾问,财经,项目跟踪,项目基金,产业基金'<!sp>2017-12-26<!sp>拉勾网<!sp>'办公环境好,地理位置佳,周末双休,五险一金'<!sp>'开拓精神,逻辑思维能力,服务意识,良好的职业背景,沟通表达能力,性格好,文案能力,主动性,思想品质,抗压能力'<!sp>深圳 - 福田区 - 景田 - 益田路6013号江苏大厦A座17楼
智星无限销售部<!sp>溪云小镇 - 高级理财顾问<!sp>5k-10k<!sp>贵阳<!sp>经验1-3年<!sp>'理财,金融,基金,经理,信贷'<!sp>2018-01-04<!sp>拉勾网<!sp>'景区办公,扁平化管理,生日福利,交通补贴'<!sp>'逻辑思维能力,专业素质良好,领导能力,设计能力,团队协作能力,文案能力'<!sp>贵阳 - 花溪区 - 溪云小镇
中融佰诚投资管理有限公司优盛财富中心<!sp>客户经理/理财顾问<!sp>6K-10K<!sp>北京<!sp>经验不限<!sp>'理财,理财顾问,顾问'<!sp>2017-12-27<!sp>拉勾网<!sp>'福利多,双休,五险一金'<!sp>''<!sp>北京 - 海淀区 - 五道口 - 成府路28号优盛大厦B座7层
千世代资产管理市场部<!sp>投资/理财高级顾问<!sp>5k-9k<!sp>深圳<!sp>经验1-3年<!sp>'理财,金融,顾问,信贷,移民,旅游'<!sp>2天前<!sp>拉勾网<!sp>'升职机会多,上班弹性大,住+吃补贴,交通通话补'<!sp>'专业素质良好,沟通表达能力,思想品质,形象气质佳,人脉资源,学习能力'<!sp>深圳 - 福田区 - 车公庙 - 车公庙金润大厦12E
中财基础设施投资青岛三分<!sp>投资理财顾问（高提成双休<!sp>5k-8k<!sp>青岛<!sp>经验不限<!sp>'理财,金融,证券,顾问,投资,理财顾问'<!sp>17:35<!sp>拉勾网<!sp>'五险一金,周末双休,年底带薪,绩效奖金'<!sp>'服务意识,沟通表达能力,团队协作能力'<!sp>青岛 - 市南区 - 香港中路8号中铁中心4403
智星无限商业部<!sp>溪云小镇 - 高级理财顾问<!sp>5k-10k<!sp>贵阳<!sp>经验1-3年<!sp>'理财,金融,基金,顾问,信贷'<!sp>2018-01-04<!sp>拉勾网<!sp>'办公环境好,扁平化管理,交通补贴,年底双薪'<!sp>'逻辑思维能力,专业素质良好,领导能力,设计能力,团队协作能力,文案能力'<!sp>贵阳 - 花溪区 - 溪云小镇
天玑金服销售管理部<!sp>私人财富理财顾问/经理<!sp>15k-20k<!sp>深圳<!sp>经验1-3年<!sp>'理财,金融,银行,经理,理财顾问,私募'<!sp>2017-12-26<!sp>拉勾网<!sp>'周末双休,五险一金,绩效奖金,节日福利多'<!sp>'逻辑思维能力,服务意识,熟悉法律法规,专业素质良好,沟通表达能力,人脉资源'<!sp>福田区益田路江苏大厦A座17楼
国商资本事业部<!sp>理财顾问，团队经理/主管，总监<!sp>10K-20K<!sp>北京<!sp>经验1-3年<!sp>'理财,理财团队,私募基金总监团,金融销售'<!sp>2018-01-17<!sp>拉勾网<!sp>'晋升空间大,收入丰厚。上班自由。'<!sp>'服务意识,沟通表达能力,团队协作能力,性格好,学习能力,责任心,领导能力'<!sp>北京 - 朝阳区 - 劲松 - 双井乐成中心B座20层
景泉财富财富部<!sp>理财顾问<!sp>8k-15k<!sp>深圳<!sp>经验1-3年<!sp>'理财,金融,银行,海外,投资,移民'<!sp>2018-01-08<!sp>拉勾网<!sp>'绩效奖金,扁平管理,发展空间大,优质项目'<!sp>'服务意识,性格好,自我管理能力,抗压能力'<!sp>深圳 - 福田区 - 皇岗 - 福田区金田路3088号中洲大厦26楼
蓝石投资市场部<!sp>理财顾问/理财经理/理财销售<!sp>6k-12k<!sp>深圳<!sp>经验1-3年<!sp>'理财,金融,银行,海外,销售,渠道'<!sp>2018-01-09<!sp>拉勾网<!sp>'发展潜力大'<!sp>'主动性,开拓精神,团队协作能力,沟通表达能力,服务意识,人际交往能力,自我管理能力'<!sp>深圳 - 罗湖区 - 东门 - 世界金融中心B座1117
中正财富销售部<!sp>投资/理财顾问<!sp>15k-30k<!sp>上海<!sp>经验不限<!sp>'理财,金融,经理,顾问,投资'<!sp>2017-12-27<!sp>拉勾网<!sp>'底薪加提成,高福利,带薪休假,补充公积金'<!sp>'团队协作能力,沟通表达能力,人际交往能力'<!sp>上海 - 徐汇区 - 龙华 - 龙腾大道2815号302室
聚顺网投资部<!sp>投资/理财顾问<!sp>4K-6K<!sp>成都<!sp>经验不限<!sp>'理财,金融,顾问,销售,代理商'<!sp>2018-01-11<!sp>拉勾网<!sp>'周末双休,朝九晚六,五险一金,节假日旅游'<!sp>'沟通表达能力,主动性,上进心,性格好,服务意识,应变能力,思想品质,团队协作能力'<!sp>成都 - 锦江区 - 春熙路 - 福新街1号华敏翰尊国际大厦22楼
金融界网站（互联网证券）盈利宝业务<!sp>理财顾问（公募+固收）<!sp>8k-15k<!sp>北京<!sp>经验1-3年<!sp>'理财,理财顾问,顾问'<!sp>2018-01-09<!sp>拉勾网<!sp>'上市12年,提供客户资源,风控严资产好'<!sp>'沟通表达能力,团队协作能力,服务意识,专业素质良好'<!sp>北京 - 西城区 - 宣武门 - 宣武门外大街富卓大厦A座17层
中国人寿营销部<!sp>投资理财顾问<!sp>8k-16k<!sp>成都<!sp>经验不限<!sp>'理财,金融,基金,销售,顾问,旅游'<!sp>2天前<!sp>拉勾网<!sp>'五险一金,周末双休,专业培训,超丰厚奖金'<!sp>'团队协作能力,开拓精神,主动性,逻辑思维能力,思想品质,沟通表达能力,服务意识,执行能力,人际交往能力,学习能力,领导能力,专业素质良好'<!sp>成都 - 青羊区 - 八宝街 - 宽窄巷子中同仁路81号
鸿亨投资销售部<!sp>投资理财顾问<!sp>5k-8k<!sp>昆明<!sp>经验1-3年<!sp>'理财,金融,顾问,销售'<!sp>2017-12-26<!sp>拉勾网<!sp>'周末双休,包吃,假期福利,晋升空间大'<!sp>'服务意识,开拓精神,沟通表达能力,逻辑思维能力,公关能力,执行能力'<!sp>昆明 - 盘龙区 - 龙泉 - 欣都龙城1栋1205
